POSTED,PICKUP,TRUCK,DH-O,ORIGIN,DH-D,DESTINATION,TRIP,F/P,RATE,LENGTH,WEIGHT,COMPANY,CONTACT,FACTORING
 05/23 7:53pm , 5/23 , V , 168 ," Temple, TX", — ," Cleburne, TX", 96 , F , — , 53 ," 44,500 ", Edge Logistics Llc , Miramirez@edgelogistics.com , Available 
 05/23 7:53pm , 5/23 , VR , 162 ," Seguin, TX", — ," New Caney, TX", 192 , F , — , 53 ," 44,500 ", Edge Logistics Llc , Miramirez@edgelogistics.com , Available 
 05/23 7:53pm , 5/23 , VR , 19 ," Humble, TX", — ," McAllen, TX", 365 , F , — , 53 ," 42,000 ", Mode Transportation Llc , (956) 615-8365 , Available 
 05/23 7:53pm , 5/23 , V , 0 ," Houston, TX", — ," Cleburne, TX", 259 , F , $800 , 53 ," 8,200 ", Becker Logistics Inc , (630) 529-0700 x5076 , Available 
 05/23 7:53pm , 5/23 , V , 16 ," Missouri City, TX", — ," Corpus Christi, TX", 202 , F , $800 , 53 ," 42,826 ", Tanager Logistics Llc , (210) 489-1660 , Available 
 05/23 7:53pm , 5/23 , V , 52 ," Sealy, TX", — ," Dallas, TX", 238 , F , — , 53 ," 20,332 ", Mode Transportation Llc , (815) 717-8381 , Available 
 05/23 7:53pm , 5/23 , V , 197 ," San Antonio, TX", — ," El Paso, TX", 551 , P , — , 48 , 833 , Nexterus Inc , (717) 227-5637 , Unavailable 
 05/23 7:53pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $800 , 53 ," 40,000 ", Bronco Transportation Services LLC , (313) 263-6313 , Unavailable 
 05/23 7:52pm , 5/23 , V , 197 ," San Antonio, TX", — ," Bakersfield, CA"," 1,463 ", F ," $3,200 ", 53 ," 37,527 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Fresno, CA"," 1,762 ", F ," $3,200 ", 53 ," 37,527 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Mesquite, TX", 242 , F , $700 , 53 ," 44,500 ", Landstar Ranger Inc , mark@igrtrans.com , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Mesquite, TX", 242 , F , $700 , 53 ," 44,500 ", Landstar Ranger Inc , (346) 463-6427 x508 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," McAllen, TX", 347 , F , — , 53 ," 44,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Laredo, TX", 353 , F , — , 53 ," 42,000 ", Washington Freight Ways Inc , (206) 385-4322 , Unavailable 
 05/23 7:52pm , 5/23 , V , 41 ," Conroe, TX", — ," Farmers Branch, TX", 215 , F , $650 , 53 ," 15,000 ", Arrive Logistics , (737) 530-2506 , Available 
 05/23 7:52pm , 5/23 , V , 41 ," Conroe, TX", — ," Farmers Branch, TX", 215 , F , $650 , 53 ," 15,000 ", Arrive Logistics , (737) 530-2506 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," San Antonio, TX", 197 , F , $700 , 53 ," 42,000 ", Landstar Ranger Inc , (901) 557-4878 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," San Antonio, TX", 197 , F , $700 , 53 ," 42,000 ", Landstar Ranger Inc , monica@ltragency.com , Available 
 05/23 7:52pm , 5/23 , VR , 15 ," Pasadena, TX", — ," Lubbock, TX", 595 , F ," $1,300 ", 53 ," 45,679 ", American Logistics Inc , (574) 387-5212 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Myers, FL"," 1,098 ", F ," $2,900 ", 53 ," 44,000 ", Linkage Logistics Inc , (317) 436-7476 x206 , Available 
 05/23 7:52pm , 5/23 , V , 197 ," San Antonio, TX", — ," Houston, TX", 197 , F , $800 , 53 ," 43,000 ", Elite Transit Solutions Llc , (412) 573-4363 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Mesquite, TX", 242 , F , — , 53 ," 36,552 ", Mode Transportation Llc , (815) 717-8381 , Available 
 05/23 7:52pm , 5/23 , VR , 0 ," Houston, TX", — ," McAllen, TX", 347 , F , — , 53 ," 42,000 ", Mode Transportation Llc , (956) 227-7716 , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," Fremont, CA"," 1,908 ", F , — , 53 ," 40,000 ", Mill Corporation/Newman & Company , jscoleri@millcorporation.com , Available 
 05/23 7:52pm , 5/23 , V , 0 ," Houston, TX", — ," McAllen, TX", 347 , F , — , 53 ," 43,000 ", Mode Transportation Llc , (956) 615-8365 , Available 
 05/23 7:52pm , 5/23 , V , 168 ," Temple, TX", — ," Cleburne, TX", 96 , F , — , 53 ," 45,200 ", Edge Logistics Llc , (312) 741-1507 , Available 
 05/23 7:52pm , 5/23 , V , 23 ," Webster, TX", — ," Dallas, TX", 262 , F , $600 , 53 ," 20,000 ", Magellan Transport Logistics Inc , (904) 580-3400 , Available 
 05/23 7:52pm , 5/23 , V , 27 ," Baytown, TX", — ," Brownsville, TX", 379 , F ," $1,200 ", 53 ," 40,000 ", Tallgrass Freight Company Llc , (913) 721-0079 x650 , Available 
 05/23 7:52pm , 5/23 , V , 91 ," Port Arthur, TX", — ," New Boston, TX", 279 , F ," $1,350 ", 53 ," 44,000 ", Updike Distribution Logistics Llc , (602) 682-1805 , Available 
 05/23 7:52pm , 5/23 , VF , 52 ," Sealy, TX", — ," Midland, TX", 481 , F , — , 48 ," 44,000 ", Rapid Tranz , (615) 867-9902 , Available 
 05/23 7:52pm , 5/23 , VF , 52 ," Sealy, TX", — ," Amarillo, TX", 583 , F , — , 48 ," 44,000 ", Rapid Tranz , (615) 867-9902 , Available 
 05/23 7:52pm , 5/23 , VF , 137 ," Elgin, TX", — ," Midland, TX", 382 , F , — , 48 ," 44,000 ", Rapid Tranz , (615) 867-9902 , Available 
 05/23 7:52pm , 5/23 , VF , 52 ," Sealy, TX", — ," Lubbock, TX", 496 , F , — , 48 ," 44,000 ", Rapid Tranz , (615) 867-9902 , Available 
 05/23 7:52pm , 5/23 , VF , 137 ," Elgin, TX", — ," Lubbock, TX", 398 , F , — , 48 ," 44,000 ", Rapid Tranz , (615) 867-9902 , Available 
 05/23 7:52pm , 5/23 , VR , 15 ," Pasadena, TX", — ," Van Horn, TX", 626 , F , — , 53 ," 44,650 ", Taylor Logistics Inc , melissa@taylorlog.com , Available 
 05/23 7:52pm , 5/23 , V , 144 ," Lake Charles, LA", — ," San Antonio, TX", 338 , F , — , 53 ," 44,000 ", Uber Freight Llc , (872) 703-8346 , Available 
 05/23 7:52pm , 5/23 , V , 33 ," Rosenberg, TX", — ," Kissimmee, FL", 997 , F , — , 53 ," 30,000 ", Uber Freight Llc , (872) 703-8346 , Available 
 05/23 7:52pm , 5/23 , V , 144 ," Lake Charles, LA", — ," San Antonio, TX", 338 , F , — , 53 ," 44,000 ", Uber Freight Llc , (872) 703-8346 , Available 
 05/23 7:51pm , 5/23 , V , 165 ," Austin, TX", — ," Dallas, TX", 197 , F , — , 53 ," 44,250 ", Ch Robinson Company , (833) 428-5247 , Available 
 05/23 7:51pm , 5/23 , V , 165 ," Austin, TX", — ," Houston, TX", 165 , F , — , 53 ," 35,000 ", XPO Logistics LLC , joseph.sikora@xpo.com , Available 
 05/23 7:51pm , 5/23 , V , 0 ," Houston, TX", — ," Euless, TX", 259 , F , $850 , 53 ," 12,000 ", Pls Logistics Services , (215) 309-7661 , Available 
 05/23 7:51pm , 5/23 , V , 0 ," Houston, TX", — ," Grand Prairie, TX", 251 , F , $750 , 53 ," 38,000 ", Prosponsive Logistics , mjett@prosponsive.com , Available 
 05/23 7:51pm , 5/23 , V , 197 ," San Antonio, TX", — ," Pasadena, TX", 211 , F , $700 , 53 ," 44,500 ", Ihr Logistics Llc/Ihr Transport , (281) 298-7099 , Available 
 05/23 7:51pm , 5/23 , V , 27 ," Baytown, TX", — ," Brownsville, TX", 379 , F , — , 53 ," 42,000 ", Washington Freight Ways Inc , (206) 385-4322 , Unavailable 
 05/23 7:51pm , 5/23 , V , 176 ," New Braunfels, TX", — ," Laredo, TX", 189 , F , — , 53 ," 40,000 ", Armstrong Transport Group Inc , rsandhu@armstrongtransport.com , Available 
 05/23 7:51pm , 5/23 , V , 0 ," Houston, TX", — ," Medley, FL"," 1,178 ", F ," $2,900 ", 53 ," 41,900 ", AAGR Freight Forwarding Inc , (470) 747-7703 , Unavailable 
 05/23 7:51pm , 5/23 , V , 197 ," San Antonio, TX", — ," Carrollton, TX", 289 , F , — , 53 ," 40,000 ", Its National Llc/Its Logistics Llc , (775) 501-3110 , Available 
 05/23 7:51pm , 5/23 , V , 15 ," Pasadena, TX", — ," Waco, TX", 199 , F , $750 , 53 ," 44,000 ", Royal Transportation Services Inc , (215) 322-8845 , Available 
 05/23 7:51pm , 5/23 , V , 15 ," Pasadena, TX", — ," Ft Worth, TX", 283 , F , $750 , 53 ," 44,000 ", Royal Transportation Services Inc , (215) 322-8845 , Available 
 05/23 7:51pm , 5/23 , V , 15 ," Pasadena, TX", — ," El Paso, TX", 759 , F ," $1,550 ", 53 ," 44,000 ", Royal Transportation Services Inc , (215) 322-8845 , Available 
 05/23 7:51pm , 5/23 , V , 15 ," Pasadena, TX", — ," Cleburne, TX", 272 , F , — , 53 ," 44,000 ", Royal Transportation Services Inc , (215) 322-8845 , Available 
 05/23 7:50pm , 5/23 , V , 175 ," Georgetown, TX", — ," Georgetown, TX", 0 , F , — , 53 ," 35,000 ", Gulf Relay Logistics Llc/Gulf Relay Llc , jotero@gulfrelay.com , Available 
 05/23 7:50pm , 5/23 , V , 26 ," La Porte, TX", — ," Amarillo, TX", 631 , F ," $1,500 ", 53 ," 39,771 ", Veritiv Operating Company , (866) 797-5018 , Available 
 05/23 7:50pm , 5/23 , V , 144 ," Lake Charles, LA", — ," Odessa, TX", 676 , F ," $1,950 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:50pm , 5/23 , V , 144 ," Lake Charles, LA", — ," Odessa, TX", 676 , F ," $1,950 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:50pm , 5/23 , V , 88 ," Beaumont, TX", — ," El Paso, TX", 831 , F ," $1,950 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:50pm , 5/23 , V , 177 ," Jacksonville, TX", — ," Dyersburg, TN", 497 , F , — , 53 ," 42,000 ", Landstar Ranger Inc , (830) 208-2151 , Available 
 05/23 7:50pm , 5/23 , V , 144 ," Lake Charles, LA", — ," San Antonio, TX", 338 , F , $800 , 53 ," 44,000 ", Landstar Ranger Inc , (667) 217-5141 , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Mission, TX", 354 , F , $500 , 53 ," 42,000 ", Landstar Ranger Inc , sean@shipnct.com , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Brookfield, OH"," 1,348 ", P ," $1,000 ", 8 , 500 , Globaltranz/Lps , (480) 339-5885 , Available 
 05/23 7:50pm , 5/23 , V , 175 ," Belton, TX", — ," Dallas, TX", 138 , F , $900 , 53 ," 42,003 ", Pepsi Logistics Company Inc , PBCPLCISOUTH@pepsico.com , Available 
 05/23 7:50pm , 5/23 , V , 15 ," Pasadena, TX", — ," Bulls Gap, TN", 977 , F , — , — ," 44,500 ", Traffic Tech , (770) 772-0614 , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Compton, CA"," 1,547 ", F ," $3,000 ", 53 ," 42,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Ennis, TX", 206 , F , — , 53 ," 40,000 ", ArcBest Logistics Inc , (877) 279-8144 , Available 
 05/23 7:50pm , 5/23 , V , 26 ," La Porte, TX", — ," Cahokia, IL", 796 , F ," $1,600 ", 53 ," 43,000 ", Landstar Inway , (870) 298-4596 , Available 
 05/23 7:50pm , 5/23 , VR , 15 ," Pasadena, TX", — ," Lubbock, TX", 595 , F ," $1,300 ", 53 ," 45,679 ", American Logistics Inc , (843) 999-2709 , Available 
 05/23 7:50pm , 5/23 , VR , 26 ," La Porte, TX", — ," Paris, TX", 367 , F ," $1,200 ", 53 ," 42,874 ", American Logistics Inc , (843) 999-2709 , Available 
 05/23 7:50pm , 5/23 , VR , 26 ," La Porte, TX", — ," Paris, TX", 367 , F ," $1,200 ", 53 ," 42,874 ", American Logistics Inc , (574) 387-5212 , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Medina, OH"," 1,278 ", F , — , 53 ," 44,000 ", King Of Freight LLC , (316) 413-3480 , Available 
 05/23 7:50pm , 5/23 , V , 197 ," San Antonio, TX", — ," Abilene, TX", 258 , F ," $1,400 ", 53 ," 45,000 ", Pepsi Logistics Company Inc , PBCPLCISOUTH@pepsico.com , Available 
 05/23 7:50pm , 5/23 , V , 0 ," Houston, TX", — ," Miami, FL"," 1,189 ", F , — , 53 ," 42,000 ", Cargo Solution Brokerage , jaxon@cargosolution.net , Available 
 05/23 7:50pm , 5/23 , V , 197 ," San Antonio, TX", — ," Fresno, CA"," 1,569 ", F ," $4,100 ", 53 ," 39,000 ", Chariot Logistics Inc , (615) 283-7454 , Available 
 05/23 7:50pm , 5/23 , V , 27 ," Baytown, TX", — ," San Diego, CA"," 1,492 ", F ," $3,000 ", 53 ," 44,000 ", Armstrong Transport Group Inc , (208) 917-8504 , Available 
 05/23 7:50pm , 5/23 , VR , 44 ," Angleton, TX", — ," Mesquite, TX", 284 , F ," $1,000 ", 53 ," 44,800 ", American Transport Group Llc , (773) 413-6517 , Available 
 05/23 7:50pm , 5/23 , V , 98 ," College Sta, TX", — ," Grapevine, TX", 199 , F , $800 , 53 ," 21,000 ", Landstar Ranger Inc , (786) 408-9071 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Trumann, AR", 581 , F ," $1,200 ", 53 ," 44,000 ", Paul Logistics Inc/Paul Transportation Inc , (866) 440-7285 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $675 , 53 ," 44,000 ", Paul Logistics Inc/Paul Transportation Inc , (866) 440-7285 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , $675 , 53 ," 44,000 ", Paul Logistics Inc/Paul Transportation Inc , (866) 440-7285 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Orange, TX", 110 , F , $500 , 48 ," 43,000 ", Paul Logistics Inc/Paul Transportation Inc , (866) 440-7285 , Available 
 05/23 7:49pm , 5/23 , V , 155 ," Taylor, TX", — ," Forney, TX", 186 , F , — , 53 ," 43,000 "," XPO Logistics, LLC ", (515) 299-6718 , Unavailable 
 05/23 7:49pm , 5/23 , VR , 0 ," Houston, TX", — ," Tyler, TX", 205 , F , — , 53 ," 42,000 ", SUNTECK TRANSPORT CO LLC , (316) 260-4435 , Available 
 05/23 7:49pm , 5/23 , VR , 0 ," Houston, TX", — ," Tyler, TX", 205 , F , — , 53 ," 42,000 ", SUNTECK TRANSPORT CO LLC , (316) 260-4430 , Available 
 05/23 7:49pm , 5/23 , V , 197 ," San Antonio, TX", — ," Edison, CA"," 1,448 ", F , — , 53 ," 40,000 ", Navajo Express Inc , (866) 540-7820 , Available 
 05/23 7:49pm , 5/23 , V , 197 ," San Antonio, TX", — ," Edison, CA"," 1,448 ", F , — , 53 ," 30,000 ", Navajo Express Inc , (866) 540-7820 , Available 
 05/23 7:49pm , 5/23 , V , 26 ," La Porte, TX", — ," Sonora, TX", 390 , F , — , 53 ," 9,000 ", Timco Logistics Systems/Timco Logistics Brokerage , (281) 838-2077 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Eldorado, TX", 383 , F , — , 53 ," 9,000 ", Timco Logistics Systems/Timco Logistics Brokerage , (281) 838-2077 , Available 
 05/23 7:49pm , 5/23 , V , 26 ," La Porte, TX", — ," Medina, TX", 287 , F , — , 53 ," 38,808 ", Arrive Logistics , mcabrera@arrivelogistics.com , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Arlington, TX", 257 , F , $600 , 53 ," 43,000 ", Tc Freight Llc , (281) 806-7615 , Unavailable 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Melrose, TN", 929 , F ," $2,300 ", 53 ," 42,500 ", Loadsmart Inc , (917) 438-9292 , Available 
 05/23 7:49pm , 5/23 , V , 144 ," Lake Charles, LA", — ," Denton, TX", 419 , F ," $1,100 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F ," $1,100 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:49pm , 5/23 , V , 88 ," Beaumont, TX", — ," Dallas, TX", 325 , F ," $1,100 ", 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Austin, TX", 165 , F , $650 , 53 ," 15,000 ", Fifth Wheel Freight , (616) 965-7277 , Available 
 05/23 7:49pm , 5/23 , V , 0 ," Houston, TX", — ," Tyler, TX", 205 , F , $850 , 53 ," 45,000 ", Nt Logistics , (469) 362-5050 , Available 
 05/23 7:49pm , 5/23 , VR , 0 ," Houston, TX", — ," Lewisville, TX", 265 , F , $700 , 48 ," 42,000 ", Shram Logistics Solutions , (859) 963-3019 , Available 
 05/23 7:49pm , 5/23 , VR , 26 ," La Porte, TX", — ," Lewisville, TX", 289 , F , $700 , 48 ," 42,000 ", Shram Logistics Solutions , (859) 963-3019 , Available 
 05/23 7:49pm , 5/23 , VR , 73 ," Brenham, TX", — ," Dallas, TX", 208 , F , $700 , 48 ," 42,000 ", Shram Logistics Solutions , (859) 963-3019 , Available 
 05/23 7:49pm , 5/23 , VR , 73 ," Brenham, TX", — ," Roanoke, TX", 221 , F , $700 , 48 ," 42,000 ", Shram Logistics Solutions , (859) 963-3019 , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Hawkins, TX", 229 , F , — , 53 ," 45,000 ", Nt Logistics , (469) 362-5050 , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Tyler, TX", 205 , F , — , 53 ," 45,000 ", Nt Logistics , (469) 362-5050 , Available 
 05/23 7:48pm , 5/23 , V , 15 ," Pasadena, TX", — ," Joliet, IL"," 1,077 ", F ," $2,600 ", 53 ," 37,000 ", MEGA FREIGHT LOGISTICS INC , (949) 214-2225 , Unavailable 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," New Caney, TX", 30 , F , $300 , 53 ," 10,000 ", Zeon Logistics Inc , (956) 790-0097 , Unavailable 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Jacksonville, FL", 870 , F , — , 53 ," 40,000 ", Becker Logistics Inc , jack.mann@beckerlogistics.com , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Miami, FL"," 1,189 ", F ," $3,200 ", 53 ," 32,000 ", Landstar Ranger Inc , (786) 408-9071 , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , — , 53 ," 44,000 ", Total Quality Logistics Inc , TSparace@tql.com , Available 
 05/23 7:48pm , 5/23 , V , 15 ," Pasadena, TX", — ," San Jose, CA"," 1,898 ", F ," $3,500 ", 53 ," 38,000 ", Rose Logistics Group Inc , alan@roselogisticsgroup.com , Unavailable 
 05/23 7:48pm , 5/23 , VR , 15 ," Pasadena, TX", — ," Arlington, TX", 270 , F , — , 53 ," 44,000 ", Total Quality Logistics Inc , MEhlali@tql.com , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Greenfield, TN", 692 , F ," $1,800 ", 53 ," 44,500 ", Globaltranz Enterprises Llc , (913) 271-2183 , Available 
 05/23 7:48pm , 5/23 , V , 0 ," Houston, TX", — ," Greenfield, TN", 692 , F ," $1,800 ", 53 ," 44,500 ", Globaltranz Enterprises Llc , (913) 271-2183 , Available 
 05/23 7:47pm , 5/23 , V , 0 ," Houston, TX", — ," Morris, IL"," 1,022 ", F ," $2,600 ", 53 ," 22,000 ", Circle Logistics Inc , MCKENNA.SOCH@CIRCLEDELIVERS.COM , Available 
 05/23 7:47pm , 5/23 , V , 0 ," Houston, TX", — ," Arlington, TX", 257 , F , — , 53 ," 43,800 ", RYAAN TRANSPORTATION , (800) 578-1743 , Available 
 05/23 7:47pm , 5/23 , V , 52 ," Sealy, TX", — ," San Angelo, TX", 356 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VF , 52 ," Sealy, TX", — ," Midland, TX", 481 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VF , 52 ," Sealy, TX", — ," Lubbock, TX", 496 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VF , 52 ," Sealy, TX", — ," Amarillo, TX", 583 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VF , 137 ," Elgin, TX", — ," Midland, TX", 382 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VF , 137 ," Elgin, TX", — ," Lubbock, TX", 398 , F , — , 48 ," 45,000 ", Trinity Logistics Inc , (806) 722-0500 , Available 
 05/23 7:47pm , 5/23 , VR , 0 ," Houston, TX", — ," Grand Prairie, TX", 251 , F , $700 , 53 ," 38,581 ", Ryan Transportation Service Inc , (913) 553-5511 , Available 
 05/23 7:47pm , 5/23 , V , 197 ," San Antonio, TX", — ," Austin, TX", 79 , F , — , 53 ," 22,000 ", Rpm Freight Systems Llc , (248) 414-1910 x2 , Available 
 05/23 7:47pm , 5/23 , V , 26 ," La Porte, TX", — ," Dallas, TX", 265 , F , — , 53 ," 42,500 ", Amino Transport Inc , (210) 446-1311 , Available 
 05/23 7:47pm , 5/23 , V , 19 ," Deer Park, TX", — ," Roanoke, TX", 289 , F , $800 , 53 ," 43,000 ", HIGH STANDARD FREIGHT INC , (754) 999-3337 , Unavailable 
 05/23 7:47pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , — , 53 ," 26,220 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:47pm , 5/23 , V , 168 ," Temple, TX", — ," Debary, FL"," 1,126 ", F , — , 53 ," 44,000 ", Corporate Traffic Inc/Corporate Transportation , jesse.lawrence@corporatetraffic.com , Available 
 05/23 7:47pm , 5/23 , VR , 45 ," Magnolia, TX", — ," Kankakee, IL"," 1,036 ", F , — , 48 ," 40,000 ", Griffith , (479) 846-0033 , Available 
 05/23 7:47pm , 5/23 , VR , 45 ," Magnolia, TX", — ," Eastland, TX", 311 , F , — , 48 ," 40,000 ", Griffith , (479) 846-0033 , Available 
 05/23 7:47pm , 5/23 , V , 19 ," Humble, TX", — ," Brownsville, TX", 373 , F , — , 53 ," 10,000 ", Fastmore Logistics LLC , connor.voss@fastmore.com , Available 
 05/23 7:46pm , 5/23 , V , 110 ," Orange, TX", — ," Texarkana, AR", 259 , F ," $1,000 ", 53 ," 41,414 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:46pm , 5/23 , V , 26 ," La Porte, TX", — ," Roanoke, TX", 297 , F , — , 53 ," 42,500 ", Manco Logistics Corp , (706) 229-8961 , Available 
 05/23 7:46pm , 5/23 , VR , 165 ," Austin, TX", — ," Dallas, TX", 197 , F , — , 53 ," 42,000 ", SUNTECK TRANSPORT CO LLC , (904) 503-5932 , Available 
 05/23 7:46pm , 5/23 , VR , 165 ," Austin, TX", — ," Farmers Branch, TX", 209 , F , — , 53 ," 42,000 ", SUNTECK TRANSPORT CO LLC , (904) 503-5932 , Available 
 05/23 7:46pm , 5/23 , VR , 165 ," Austin, TX", — ," Farmers Branch, TX", 209 , F , — , 53 ," 41,000 ", SUNTECK TRANSPORT CO LLC , Calvin.Green@suntecktts.com , Available 
 05/23 7:46pm , 5/23 , V , 0 ," Houston, TX", — ," Ft Worth, TX", 270 , F , — , 53 ," 40,000 ", Brown Logistics Services Inc , capacity1@brownlogisticsservices.com , Available 
 05/23 7:46pm , 5/23 , V , 26 ," La Porte, TX", — ," Amarillo, TX", 631 , F , — , 53 ," 39,771 ", Veritiv Operating Company , (866) 797-5018 , Available 
 05/23 7:46pm , 5/23 , V , 26 ," La Porte, TX", — ," Tehachapi, CA"," 1,637 ", F , — , 53 ," 42,000 ", Summit Logistics Group LLC , (910) 356-1132 x120 , Available 
 05/23 7:46pm , 5/23 , V , 0 ," Houston, TX", — ," Longview, TX", 211 , F , $800 , 53 ," 43,500 ", Landstar Ranger Inc , (479) 378-5787 , Available 
 05/23 7:46pm , 5/23 , V , 0 ," Houston, TX", — ," Longview, TX", 211 , F , $800 , 53 ," 43,500 ", Landstar Ranger Inc , alice@shipmvp.com , Available 
 05/23 7:46pm , 5/23 , V , 175 ," Center, TX", — ," Llano, TX", 333 , F , — , 53 ," 45,000 ", American Diamond Logistics Llc , (281) 866-4993 , Available 
 05/23 7:46pm , 5/23 , V , 162 ," Seguin, TX", — ," Midland, TX", 368 , F , — , 53 ," 40,000 ", Universal Capacity Solutions LLC , ent6_loads@shipwithu.com , Available 
 05/23 7:46pm , 5/23 , V , 197 ," San Antonio, TX", — ," Abilene, TX", 258 , F , — , 53 ," 43,000 ", Pepsi Logistics Company Inc , Bruno.Kondi@pepsico.com , Available 
 05/23 7:46pm , 5/23 , V , 197 ," San Antonio, TX", — ," Abilene, TX", 258 , F , — , 53 ," 43,000 ", Pepsi Logistics Company Inc , Bruno.Kondi@pepsico.com , Available 
 05/23 7:46pm , 5/23 , V , 165 ," Austin, TX", — ," El Paso, TX", 576 , F , — , 53 ," 44,500 ", Interglobal Logistics Inc , (915) 591-2999 , Unavailable 
 05/23 7:46pm , 5/23 , V , 144 ," Lake Charles, LA", — ," Wadsworth, OH"," 1,210 ", F ," $3,900 ", 53 ," 44,000 ", Transport Distribution Services Inc , Johncp@RaffertyGlobalLogistics.com , Available 
 05/23 7:46pm , 5/23 , V , 197 ," San Antonio, TX", — ," Austin, TX", 79 , F , $500 , 53 ," 25,000 ", Rpm Freight Systems Llc , (248) 414-1910 x2 , Available 
 05/23 7:46pm , 5/23 , V , 91 ," Port Arthur, TX", — ," Dallas, TX", 328 , F , — , 53 ," 35,000 ", Rpm Freight Systems Llc , (248) 414-1910 x2 , Available 
 05/23 7:46pm , 5/23 , V , 166 ," DeRidder, LA", — ," Massillon, OH"," 1,109 ", F , — , 53 ," 43,000 ", Confiance Logistics Llc , (800) 848-0684 , Available 
 05/23 7:46pm , 5/23 , V , 166 ," DeRidder, LA", — ," Massillon, OH"," 1,109 ", F , — , 53 ," 43,000 ", Confiance Logistics Llc , loads@confiancellc.com , Available 
 05/23 7:46pm , 5/23 , V , 162 ," Seguin, TX", — ," Midland, TX", 368 , F ," $1,400 ", 53 ," 40,000 ", Universal Capacity Solutions LLC , (615) 986-7190 , Available 
